Hourly Obs

Month/Year: 02/2010
Station Location: CONCORD MUNICIPAL AIRPORT (14745)
Lat: 43.195
Lon: -71.501
Elev: 346 ft. above sea level
WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
14745,20100801,1751,11,FEW060, ,10.00, , , ,74, ,23.3, ,63, ,17.0, ,55, ,12.8, , 52, , 7, ,110, , , ,29.70, , , , , ,30.07, ,AA, , , ,30.07, 
14745,20100801,1851,11,BKN100, ,10.00, , , ,71, ,21.7, ,62, ,16.4, ,55, ,12.8, , 57, , 7, ,120, , , ,29.71, ,3, ,013, ,30.08, ,AA, , , ,30.08, 
14745,20100801,1951,11,FEW100, ,10.00, , , ,68, ,20.0, ,60, ,15.8, ,55, ,12.8, , 63, , 5, ,110, , , ,29.73, , , , , ,30.10, ,AA, , , ,30.10, 
14745,20100801,2051,11,BKN060, ,10.00, , , ,67, ,19.4, ,60, ,15.5, ,55, ,12.8, , 66, , 3, ,140, , , ,29.74, , , , , ,30.11, ,AA, , , ,30.11, 
14745,20100801,2151,11,FEW060 OVC090, ,10.00, , , ,67, ,19.4, ,60, ,15.3, ,54, ,12.2, , 63, , 3, ,140, , , ,29.74, ,1, ,010, ,30.11, ,AA, , , ,30.11, 
14745,20100801,2251,11,BKN055 BKN075, ,10.00, , , ,66, ,18.9, ,59, ,15.0, ,54, ,12.2, , 65, , 0, ,000, , , ,29.75, , , , , ,30.12, ,AA, , , ,30.12, 
14745,20100801,2351,11,FEW050 BKN090, ,10.00, , , ,64, ,17.8, ,58, ,14.6, ,54, ,12.2, , 70, , 0, ,000, , , ,29.75, , , , , ,30.12, ,AA, , , ,30.12, 
14745,20100802,0051,11,CLR, ,10.00, , , ,63, ,17.2, ,58, ,14.4, ,54, ,12.2, , 73, , 0, ,000, , , ,29.76, ,1, ,004, ,30.12, ,AA, , , ,30.13, 
14745,20100802,0151,11,BKN060, ,10.00, , , ,62, ,16.7, ,58, ,14.1, ,54, ,12.2, , 75, , 0, ,000, , , ,29.76, , , , , ,30.12, ,AA, , , ,30.13, 
14745,20100802,0251,11,CLR, ,10.00, , , ,60, ,15.6, ,57, ,13.6, ,54, ,12.2, , 81, , 0, ,000, , , ,29.76, , , , , ,30.12, ,AA, , , ,30.13, 
14745,20100802,0351,11,CLR, ,10.00, , , ,59, ,15.0, ,56, ,13.4, ,54, ,12.2, , 84, , 0, ,000, , , ,29.77, ,3, ,003, ,30.13, ,AA, , , ,30.14, 
14745,20100802,0451,11,BKN065, ,10.00, , , ,58, ,14.4, ,56, ,13.2, ,54, ,12.2, , 87, , 0, ,000, , , ,29.78, , , , , ,30.14, ,AA, , , ,30.15, 
14745,20100802,0551,11,CLR, ,10.00, , , ,60, ,15.6, ,57, ,13.9, ,55, ,12.8, , 84, , 0, ,000, , , ,29.79, , , , , ,30.16, ,AA, , , ,30.16, 
14745,20100802,0651,11,CLR, ,10.00, , , ,63, ,17.2, ,58, ,14.6, ,55, ,12.8, , 75, , 0, ,000, , , ,29.79, ,1, ,009, ,30.16, ,AA, , , ,30.16, 
14745,20100802,0751,11,CLR, ,10.00, , , ,69, ,20.6, ,62, ,16.6, ,57, ,13.9, , 66, , 0, ,000, , , ,29.78, , , , , ,30.15, ,AA, , , ,30.15, 
14745,20100802,0851,11,CLR, ,10.00, , , ,73, ,22.8, ,64, ,18.0, ,59, ,15.0, , 62, , 3, ,030, , , ,29.78, , , , , ,30.15, ,AA, , , ,30.15, 
14745,20100802,0951,11,CLR, ,10.00, , , ,76, ,24.4, ,65, ,18.3, ,58, ,14.4, , 54, , 0, ,000, , , ,29.77, ,8, ,008, ,30.14, ,AA, , , ,30.14, 
14745,20100802,1051,11,SCT038, ,10.00, , , ,79, ,26.1, ,67, ,19.2, ,59, ,15.0, , 50, , 5, ,VR , , , ,29.75, , , , , ,30.12, ,AA, , , ,30.12, 
14745,20100802,1151,11,BKN041, ,10.00, , , ,82, ,27.8, ,68, ,20.0, ,60, ,15.6, , 47, , 8, ,140, , , ,29.73, , , , , ,30.10, ,AA, , , ,30.10, 
14745,20100802,1251,11,SCT050 SCT055, ,10.00, , , ,82, ,27.8, ,68, ,19.7, ,59, ,15.0, , 46, , 0, ,000, , , ,29.72, ,6, ,018, ,30.08, ,AA, , , ,30.09, 
14745,20100802,1351,11,FEW060 SCT080, ,10.00, , , ,81, ,27.2, ,68, ,19.8, ,60, ,15.6, , 49, , 6, ,140, , , ,29.70, , , , , ,30.07, ,AA, , , ,30.07, 
14745,20100802,1451,11,BKN050 BKN060, , 7.00, ,-RA, ,72, ,22.2, ,67, ,19.4, ,64, ,17.8, , 76, , 9, ,110, ,16, ,29.70, , , , , ,30.07, ,AA, ,0.02, ,30.07, 
14745,20100802,1551,11,FEW055 SCT110, ,10.00, , , ,71, ,21.7, ,67, ,19.5, ,65, ,18.3, , 81, , 9, ,120, , , ,29.70, ,5, ,005, ,30.07, ,AA, ,  T, ,30.07, 
14745,20100802,1651,11,FEW060, ,10.00, , , ,73, ,22.8, ,67, ,19.6, ,64, ,17.8, , 74, , 5, ,VR , , , ,29.71, , , , , ,30.08, ,AA, , , ,30.08, 
14745,20100802,1751,11,FEW049 BKN070, ,10.00, ,-RA, ,71, ,21.7, ,67, ,19.2, ,64, ,17.8, , 79, , 6, ,130, , , ,29.71, , , , , ,30.07, ,AA, ,  T, ,30.08, 
14745,20100802,1851,11,FEW085, ,10.00, , , ,69, ,20.6, ,65, ,18.1, ,62, ,16.7, , 79, , 5, ,120, , , ,29.71, ,1, ,003, ,30.08, ,AA, ,  T, ,30.08, 
14745,20100802,1951,11,FEW049 SCT060 BKN110, ,10.00, , , ,67, ,19.4, ,63, ,17.4, ,61, ,16.1, , 81, , 0, ,000, , , ,29.72, , , , , ,30.09, ,AA, , , ,30.09, 
14745,20100802,2051,11,CLR, ,10.00, , , ,66, ,18.9, ,63, ,17.2, ,61, ,16.1, , 84, , 0, ,000, , , ,29.72, , , , , ,30.09, ,AA, , , ,30.09, 
14745,20100802,2151,11,CLR, ,10.00, , , ,65, ,18.3, ,63, ,16.9, ,61, ,16.1, , 87, , 0, ,000, , , ,29.71, ,0, ,001, ,30.08, ,AA, , , ,30.08, 
14745,20100802,2251,11,CLR, ,10.00, , , ,65, ,18.3, ,63, ,16.9, ,61, ,16.1, , 87, , 0, ,000, , , ,29.70, , , , , ,30.07, ,AA, , , ,30.07, 
14745,20100802,2351,11,CLR, ,10.00, , , ,64, ,17.8, ,62, ,16.7, ,61, ,16.1, , 90, , 0, ,000, , , ,29.69, , , , , ,30.06, ,AA, , , ,30.06, 
14745,20100803,0051,11,CLR, ,10.00, , , ,63, ,17.2, ,62, ,16.5, ,61, ,16.1, , 93, , 0, ,000, , , ,29.70, ,5, ,004, ,30.07, ,AA, , , ,30.07, 
14745,20100803,0151,11,CLR, , 9.00, , , ,61, ,16.1, ,60, ,15.7, ,60, ,15.6, , 97, , 0, ,000, , , ,29.70, , , , , ,30.07, ,AA, , , ,30.07, 
14745,20100803,0251,11,SCT095, ,10.00, , , ,62, ,16.7, ,61, ,16.0, ,60, ,15.6, , 93, , 3, ,150, , , ,29.69, , , , , ,30.06, ,AA, , , ,30.06, 
14745,20100803,0351,11,CLR, ,10.00, , , ,64, ,17.8, ,62, ,16.4, ,60, ,15.6, , 87, , 0, ,000, , , ,29.70, ,5, ,000, ,30.07, ,AA, , , ,30.07, 
14745,20100803,0451,11,CLR, ,10.00, , , ,62, ,16.7, ,61, ,16.0, ,60, ,15.6, , 93, , 0, ,000, , , ,29.70, , , , , ,30.06, ,AA, , , ,30.07, 
14745,20100803,0551,11,CLR, ,10.00, , , ,63, ,17.2, ,61, ,16.2, ,60, ,15.6, , 90, , 0, ,000, , , ,29.70, , , , , ,30.07, ,AA, , , ,30.07, 
14745,20100803,0651,11,CLR, ,10.00, , , ,68, ,20.0, ,64, ,17.9, ,62, ,16.7, , 81, , 5, ,170, , , ,29.70, ,6, ,001, ,30.06, ,AA, , , ,30.07, 
14745,20100803,0751,11,FEW095, ,10.00, , , ,72, ,22.2, ,66, ,18.7, ,62, ,16.7, , 71, , 3, ,VR , , , ,29.68, , , , , ,30.05, ,AA, , , ,30.05, 
14745,20100803,0851,11,CLR, ,10.00, , , ,74, ,23.3, ,67, ,19.4, ,63, ,17.2, , 69, , 3, ,200, , , ,29.68, , , , , ,30.05, ,AA, , , ,30.05, 
14745,20100803,0951,11,CLR, ,10.00, , , ,78, ,25.6, ,68, ,19.9, ,62, ,16.7, , 58, , 7, ,240, , , ,29.68, ,6, ,006, ,30.04, ,AA, , , ,30.05, 
14745,20100803,1051,11,CLR, ,10.00, , , ,81, ,27.2, ,69, ,20.7, ,63, ,17.2, , 54, , 8, ,240, , , ,29.66, , , , , ,30.03, ,AA, , , ,30.03, 
14745,20100803,1151,11,FEW037, ,10.00, , , ,81, ,27.2, ,69, ,20.7, ,63, ,17.2, , 54, , 8, ,230, , , ,29.66, , , , , ,30.03, ,AA, , , ,30.03, 
14745,20100803,1251,11,CLR, ,10.00, ,-RA, ,82, ,27.8, ,70, ,21.2, ,64, ,17.8, , 55, , 6, ,290, , , ,29.63, ,8, ,015, ,30.00, ,AA, ,  T, ,30.00, 
14745,20100803,1351,11,BKN039, ,10.00, , , ,83, ,28.3, ,71, ,21.4, ,64, ,17.8, , 53, , 8, ,220, , , ,29.62, , , , , ,29.98, ,AA, ,  T, ,29.99, 
14745,20100803,1451,11,BKN047 BKN060, ,10.00, , , ,85, ,29.4, ,71, ,21.7, ,64, ,17.8, , 49, , 6, ,250, , , ,29.60, , , , , ,29.96, ,AA, , , ,29.97, 
14745,20100803,1551,11,FEW048, ,10.00, , , ,85, ,29.4, ,72, ,22.0, ,65, ,18.3, , 51, ,11, ,240, , , ,29.58, ,8, ,019, ,29.94, ,AA, , , ,29.95, 
14745,20100803,1651,11,FEW029 BKN047 BKN055, , 7.00, ,-RA, ,82, ,27.8, ,71, ,21.9, ,66, ,18.9, , 58, , 8, ,210, , , ,29.57, , , , , ,29.93, ,AA, ,  T, ,29.94, 
14745,20100803,1751,11,BKN049, ,10.00, , , ,83, ,28.3, ,72, ,22.0, ,66, ,18.9, , 57, ,11, ,200, ,18, ,29.56, , , , , ,29.92, ,AA, ,  T, ,29.93, 
14745,20100803,1851,11,CLR, ,10.00, , , ,80, ,26.7, ,71, ,21.5, ,66, ,18.9, , 62, , 8, ,210, , , ,29.56, ,5, ,004, ,29.93, ,AA, , , ,29.93, 
14745,20100803,1951,11,CLR, ,10.00, , , ,78, ,25.6, ,70, ,21.2, ,66, ,18.9, , 67, , 7, ,200, , , ,29.56, , , , , ,29.93, ,AA, , , ,29.93, 
14745,20100803,2051,11,CLR, ,10.00, , , ,77, ,25.0, ,70, ,21.0, ,66, ,18.9, , 69, , 9, ,180, , , ,29.56, , , , , ,29.93, ,AA, , , ,29.93, 
14745,20100803,2151,11,CLR, ,10.00, , , ,75, ,23.9, ,69, ,20.6, ,66, ,18.9, , 74, , 6, ,190, , , ,29.55, ,8, ,004, ,29.91, ,AA, , , ,29.92, 
14745,20100803,2251,11,BKN100, ,10.00, , , ,75, ,23.9, ,69, ,20.6, ,66, ,18.9, , 74, , 3, ,200, , , ,29.54, , , , , ,29.90, ,AA, , , ,29.91, 
14745,20100803,2351,11,SCT110, ,10.00, , , ,75, ,23.9, ,69, ,20.6, ,66, ,18.9, , 74, , 8, ,200, , , ,29.54, , , , , ,29.90, ,AA, , , ,29.91, 
14745,20100804,0051,11,FEW022 SCT035 OVC110, ,10.00, ,-RA, ,71, ,21.7, ,69, ,20.5, ,68, ,20.0, , 90, , 7, ,180, , , ,29.52, ,8, ,008, ,29.89, ,AA, ,0.01, ,29.89, 
14745,20100804,0151,11,FEW022 BKN090 OVC110, , 5.00, ,RA BR, ,70, ,21.1, ,69, ,20.3, ,68, ,20.0, , 93, , 7, ,220, , , ,29.52, , , , , ,29.89, ,AA, ,0.03, ,29.89, 
14745,20100804,0203,11,BKN026 BKN070 OVC100, , 3.00, ,RA BR, ,70, ,21.0, ,69, ,20.3, ,68, ,20.0, , 93, , 7, ,190, , , ,29.52, , , , , ,M, ,SP, , , ,29.89, 
14745,20100804,0223,11,SCT023 OVC040, , 2.00, ,-RA BR, ,70, ,21.0, ,69, ,20.3, ,68, ,20.0, , 93, , 3, ,VR , , , ,29.52, , , , , ,M, ,SP, , , ,29.89, 
14745,20100804,0230,11,FEW017 BKN038 OVC048, , 1.50, ,RA BR, ,70, ,21.0, ,69, ,20.3, ,68, ,20.0, , 93, , 0, ,000, , , ,29.52, , , , , ,M, ,SP, , , ,29.89, 
14745,20100804,0236,11,FEW017 BKN040 OVC048, , 3.00, ,RA BR, ,70, ,21.0, ,69, ,20.3, ,68, ,20.0, , 93, , 3, ,160, , , ,29.52, , , , , ,M, ,SP, , , ,29.89, 
14745,20100804,0243,11,FEW017 OVC040, , 4.00, ,-TSRA BR, ,70, ,21.0, ,69, ,20.3, ,68, ,20.0, , 93, , 3, ,170, , , ,29.52, , , , , ,M, ,SP, , , ,29.89, 
14745,20100804,0251,11,FEW020 OVC040, , 5.00, ,-TSRA BR, ,70, ,21.1, ,69, ,20.3, ,68, ,20.0, , 93, , 5, ,180, , , ,29.52, , , , , ,29.88, ,AA, ,0.18, ,29.89, 
14745,20100804,0259,11,SCT024 OVC040, , 4.00, ,RA BR, ,70, ,21.0, ,69, ,20.3, ,68, ,20.0, , 93, , 6, ,180, , , ,29.51, , , , , ,M, ,SP, , , ,29.88, 
14745,20100804,0310,11,BKN026 OVC040, , 3.00, ,RA BR, ,70, ,21.0, ,69, ,20.3, ,68, ,20.0, , 93, , 7, ,170, , , ,29.50, , , , , ,M, ,SP, , , ,29.87, 
14745,20100804,0324,11,BKN032 BKN075 OVC100, , 5.00, ,-RA BR, ,70, ,21.0, ,69, ,20.3, ,68, ,20.0, , 93, , 5, ,150, , , ,29.50, , , , , ,M, ,SP, , , ,29.87, 
14745,20100804,0351,11,BKN090 OVC110, , 6.00, ,-RA BR, ,69, ,20.6, ,68, ,20.1, ,68, ,20.0, , 97, , 6, ,160, , , ,29.49, ,8, ,009, ,29.86, ,AA, ,0.05, ,29.86, 
14745,20100804,0430,11,FEW009 BKN100, , 6.00, ,BR, ,70, ,21.0, ,69, ,20.3, ,68, ,20.0, , 93, , 5, ,150, , , ,29.49, , , , , ,M, ,SP, , , ,29.86, 
14745,20100804,0451,11,FEW009 BKN110, , 5.00, ,BR, ,69, ,20.6, ,68, ,20.1, ,68, ,20.0, , 97, , 3, ,150, , , ,29.48, , , , , ,29.85, ,AA, ,  T, ,29.85, 
14745,20100804,0551,11,SCT100, , 6.00, ,BR, ,70, ,21.1, ,69, ,20.3, ,68, ,20.0, , 93, , 0, ,000, , , ,29.50, , , , , ,29.86, ,AA, , , ,29.87, 
14745,20100804,0651,11,CLR, , 8.00, , , ,72, ,22.2, ,71, ,21.4, ,70, ,21.1, , 93, , 6, ,180, , , ,29.50, ,3, ,001, ,29.86, ,AA, , , ,29.87, 
14745,20100804,0751,11,CLR, , 9.00, , , ,76, ,24.4, ,72, ,22.2, ,70, ,21.1, , 82, ,10, ,210, , , ,29.49, , , , , ,29.85, ,AA, , , ,29.86, 
14745,20100804,0851,11,FEW017, , 9.00, , , ,79, ,26.1, ,74, ,23.0, ,71, ,21.7, , 77, , 7, ,220, , , ,29.49, , , , , ,29.85, ,AA, , , ,29.86, 
14745,20100804,0951,11,CLR, , 8.00, , , ,84, ,28.9, ,74, ,23.2, ,69, ,20.6, , 61, ,11, ,230, ,16, ,29.48, ,8, ,007, ,29.84, ,AA, , , ,29.85, 
14745,20100804,1051,11,FEW037, , 8.00, , , ,88, ,31.1, ,74, ,23.5, ,68, ,20.0, , 52, , 7, ,280, ,16, ,29.46, , , , , ,29.82, ,AA, , , ,29.83, 
14745,20100804,1151,11,FEW048, , 9.00, , , ,89, ,31.7, ,73, ,23.0, ,66, ,18.9, , 47, ,13, ,260, ,18, ,29.43, , , , , ,29.80, ,AA, , , ,29.80, 
14745,20100804,1251,11,FEW055, , 9.00, , , ,90, ,32.2, ,73, ,22.8, ,65, ,18.3, , 44, , 9, ,250, ,20, ,29.41, ,8, ,021, ,29.78, ,AA, , , ,29.78, 
14745,20100804,1351,11,FEW060, , 9.00, , , ,92, ,33.3, ,74, ,23.1, ,65, ,18.3, , 41, , 9, ,250, ,17, ,29.40, , , , , ,29.76, ,AA, , , ,29.77, 
14745,20100804,1451,11,FEW060, ,10.00, , , ,92, ,33.3, ,73, ,22.8, ,64, ,17.8, , 40, , 9, ,250, ,16, ,29.39, , , , , ,29.75, ,AA, , , ,29.76, 
14745,20100804,1551,11,CLR, ,10.00, , , ,91, ,32.8, ,73, ,22.7, ,64, ,17.8, , 41, ,11, ,290, ,17, ,29.37, ,8, ,013, ,29.74, ,AA, , , ,29.74, 
14745,20100804,1651,11,CLR, ,10.00, , , ,90, ,32.2, ,73, ,22.5, ,64, ,17.8, , 42, , 8, ,300, , , ,29.36, , , , , ,29.72, ,AA, , , ,29.73, 
14745,20100804,1751,11,CLR, , 9.00, , , ,88, ,31.1, ,73, ,22.8, ,66, ,18.9, , 48, , 6, ,300, , , ,29.36, , , , , ,29.72, ,AA, , , ,29.73, 
14745,20100804,1851,11,CLR, , 9.00, , , ,85, ,29.4, ,72, ,22.3, ,66, ,18.9, , 53, , 0, ,000, , , ,29.36, ,6, ,006, ,29.72, ,AA, , , ,29.73, 
14745,20100804,1951,11,CLR, , 9.00, , , ,77, ,25.0, ,71, ,21.6, ,68, ,20.0, , 74, , 0, ,000, , , ,29.38, ,6, ,006, ,29.75, ,SY-MT, , , ,29.75, 
14745,20100804,2051,11,CLR, , 8.00, , , ,77, ,25.0, ,72, ,22.0, ,69, ,20.6, , 76, , 5, ,160, , , ,29.38, , , , , ,29.74, ,AA, , , ,29.75, 
14745,20100804,2151,11,CLR, , 7.00, , , ,77, ,25.0, ,72, ,22.0, ,69, ,20.6, , 76, , 5, ,150, , , ,29.37, ,0, ,004, ,29.73, ,AA, , , ,29.74, 
14745,20100804,2251,11,CLR, , 7.00, , , ,75, ,23.9, ,72, ,22.0, ,70, ,21.1, , 85, , 6, ,180, , , ,29.36, , , , , ,29.72, ,AA, , , ,29.73, 
14745,20100804,2351,11,CLR, , 7.00, , , ,75, ,23.9, ,72, ,22.3, ,71, ,21.7, , 87, , 6, ,160, , , ,29.35, , , , , ,29.71, ,AA, , , ,29.72, 
14745,20100805,0051,11,CLR, , 6.00, ,BR, ,75, ,23.9, ,72, ,22.3, ,71, ,21.7, , 87, , 5, ,150, , , ,29.33, ,8, ,012, ,29.70, ,AA, , , ,29.70, 
14745,20100805,0151,11,CLR, , 5.00, ,BR, ,74, ,23.3, ,72, ,22.2, ,71, ,21.7, , 90, , 0, ,000, , , ,29.33, , , , , ,29.69, ,AA, , , ,29.70, 
14745,20100805,0251,11,CLR, , 5.00, ,BR, ,73, ,22.8, ,72, ,22.0, ,71, ,21.7, , 93, , 0, ,000, , , ,29.32, , , , , ,29.68, ,AA, , , ,29.69, 
14745,20100805,0351,11,CLR, , 4.00, ,BR, ,73, ,22.8, ,72, ,22.0, ,71, ,21.7, , 93, , 0, ,000, , , ,29.31, ,8, ,008, ,29.67, ,AA, , , ,29.68, 
14745,20100805,0449,11,CLR, , 2.50, ,BR, ,72, ,22.0, ,72, ,22.2, ,72, ,22.0, ,100, , 5, ,150, , , ,29.31, , , , , ,M, ,SP, , , ,29.68, 
14745,20100805,0451,11,CLR, , 2.50, ,BR, ,72, ,22.2, ,71, ,21.8, ,71, ,21.7, , 97, , 5, ,140, , , ,29.31, , , , , ,29.67, ,AA, , , ,29.68, 
14745,20100805,0551,11,CLR, , 2.50, ,BR, ,73, ,22.8, ,72, ,22.0, ,71, ,21.7, , 93, , 5, ,150, , , ,29.30, , , , , ,29.66, ,AA, , , ,29.67, 
14745,20100805,0621,11,CLR, , 3.00, ,BR, ,73, ,23.0, ,72, ,22.4, ,72, ,22.0, , 97, , 6, ,160, , , ,29.30, , , , , ,M, ,SP, , , ,29.67, 
14745,20100805,0651,11,CLR, , 3.00, ,BR, ,74, ,23.3, ,73, ,22.5, ,72, ,22.2, , 94, , 6, ,170, , , ,29.30, ,5, ,003, ,29.66, ,AA, , , ,29.67, 
14745,20100805,0751,11,CLR, , 4.00, ,BR, ,76, ,24.4, ,73, ,22.9, ,72, ,22.2, , 87, , 7, ,160, , , ,29.28, , , , , ,29.65, ,AA, , , ,29.65, 
14745,20100805,0851,11,CLR, , 5.00, ,HZ, ,78, ,25.6, ,74, ,23.2, ,72, ,22.2, , 82, , 6, ,200, , , ,29.27, , , , , ,29.63, ,AA, , , ,29.64, 
14745,20100805,0949,11,BKN015 BKN060, , 5.00, ,-RA, ,79, ,26.0, ,75, ,23.8, ,73, ,23.0, , 82, , 5, ,180, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100805,0951,11,BKN015 BKN060, , 5.00, ,-RA, ,79, ,26.1, ,75, ,23.8, ,73, ,22.8, , 82, , 6, ,180, , , ,29.26, ,6, ,014, ,29.62, ,AA, ,  T, ,29.63, 
14745,20100805,1009,11,SCT015, , 4.00, ,-RA, ,79, ,26.0, ,75, ,23.8, ,73, ,23.0, , 82, , 6, ,190, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100805,1030,11,FEW013, , 2.50, ,-RA BR, ,79, ,26.0, ,76, ,24.5, ,75, ,24.0, , 88, , 3, ,150, , , ,29.25, , , , , ,M, ,SP, , , ,29.62, 
14745,20100805,1033,11,FEW007, , 3.00, ,-RA BR, ,79, ,26.0, ,76, ,24.5, ,75, ,24.0, , 88, , 0, ,000, , , ,29.25, , , , , ,M, ,SP, , , ,29.62, 
14745,20100805,1051,11,BKN009, , 4.00, ,HZ, ,80, ,26.7, ,76, ,24.7, ,75, ,23.9, , 85, , 5, ,VR , , , ,29.24, , , , , ,29.60, ,AA, ,0.01, ,29.61, 
14745,20100805,1108,11,SCT009 SCT100, , 4.00, ,HZ, ,79, ,26.0, ,75, ,23.8, ,73, ,23.0, , 82, , 0, ,000, , , ,29.24, , , , , ,M, ,SP, , , ,29.61, 
14745,20100805,1149,11,BKN011, , 4.00, ,HZ, ,81, ,27.0, ,75, ,24.1, ,73, ,23.0, , 77, , 0, ,000, , , ,29.22, , , , , ,M, ,SP, , , ,29.59, 
14745,20100805,1151,11,BKN011, , 4.00, ,HZ, ,80, ,26.7, ,76, ,24.3, ,74, ,23.3, , 82, , 3, ,200, , , ,29.22, , , , , ,29.58, ,AA, ,  T, ,29.59, 
14745,20100805,1158,11,FEW011 SCT095, , 4.00, ,HZ, ,81, ,27.0, ,75, ,24.1, ,73, ,23.0, , 77, , 0, ,000, , , ,29.21, , , , , ,M, ,SP, , , ,29.58, 
14745,20100805,1251,11,FEW017, , 5.00, ,HZ, ,83, ,28.3, ,75, ,24.0, ,72, ,22.2, , 70, , 3, ,VR , , , ,29.19, ,8, ,019, ,29.55, ,AA, , , ,29.56, 
14745,20100805,1351,11,FEW021 BKN055, , 5.00, ,HZ, ,82, ,27.8, ,75, ,23.9, ,72, ,22.2, , 72, , 6, ,300, , , ,29.18, , , , , ,29.54, ,AA, ,0.01, ,29.55, 
14745,20100805,1414,11,FEW019 BKN029 BKN060, , 2.00, ,RA BR, ,79, ,26.0, ,76, ,24.5, ,75, ,24.0, , 88, , 6, ,320, , , ,29.19, , , , , ,M, ,SP, , , ,29.56, 
14745,20100805,1423,11,BKN024 BKN033, , 1.75, ,VCTS RA BR, ,79, ,26.0, ,75, ,23.8, ,73, ,23.0, , 82, , 8, ,290, , , ,29.20, , , , , ,M, ,SP, , , ,29.57, 
14745,20100805,1439,11,OVC026, , 1.50, ,+RA BR, ,75, ,24.0, ,73, ,22.7, ,72, ,22.0, , 90, , 6, ,280, , , ,29.19, , , , , ,M, ,SP, , , ,29.56, 
14745,20100805,1449,11,OVC026, , 2.00, ,RA BR, ,73, ,23.0, ,72, ,22.4, ,72, ,22.0, , 97, , 3, ,260, , , ,29.19, , , , , ,M, ,SP, , , ,29.56, 
14745,20100805,1451,11,OVC026, , 2.00, ,RA BR, ,74, ,23.3, ,73, ,22.5, ,72, ,22.2, , 94, , 0, ,000, , , ,29.19, , , , , ,29.55, ,AA, ,0.13, ,29.56, 
14745,20100805,1458,11,OVC026, , 2.50, ,VCTS RA BR, ,73, ,23.0, ,72, ,22.4, ,72, ,22.0, , 97, , 0, ,000, , , ,29.18, , , , , ,M, ,SP, , , ,29.55, 
14745,20100805,1510,11,BKN024, , 3.00, ,-RA BR, ,73, ,23.0, ,72, ,22.4, ,72, ,22.0, , 97, , 9, ,150, , , ,29.16, , , , , ,M, ,SP, , , ,29.53, 
14745,20100805,1532,11,FEW015 SCT020 SCT031, , 4.00, ,-RA BR, ,73, ,23.0, ,72, ,22.4, ,72, ,22.0, , 97, ,10, ,290, , , ,29.19, , , , , ,M, ,SP, , , ,29.56, 
14745,20100805,1535,11,FEW009 SCT015 BKN020, , 4.00, ,-RA BR, ,73, ,23.0, ,72, ,22.4, ,72, ,22.0, , 97, , 7, ,290, , , ,29.19, , , , , ,M, ,SP, , , ,29.56, 
14745,20100805,1549,11,FEW009 SCT029, , 6.00, ,BR, ,75, ,24.0, ,73, ,22.7, ,72, ,22.0, , 90, , 0, ,000, , , ,29.17, , , , , ,M, ,SP, , , ,29.54, 
14745,20100805,1551,11,FEW009, , 7.00, , , ,75, ,23.9, ,73, ,22.7, ,72, ,22.2, , 90, , 0, ,000, , , ,29.17, ,8, ,008, ,29.53, ,AA, ,0.01, ,29.54, 
14745,20100805,1651,11,CLR, , 6.00, ,BR, ,76, ,24.4, ,74, ,23.3, ,73, ,22.8, , 90, , 0, ,000, , , ,29.17, , , , , ,29.54, ,AA, , , ,29.54, 
14745,20100805,1751,11,CLR, , 8.00, , , ,78, ,25.6, ,74, ,23.2, ,72, ,22.2, , 82, , 0, ,000, , , ,29.17, , , , , ,29.54, ,AA, , , ,29.54, 
14745,20100805,1851,11,CLR, , 6.00, ,BR, ,75, ,23.9, ,74, ,23.1, ,73, ,22.8, , 94, , 0, ,000, , , ,29.18, ,1, ,003, ,29.54, ,AA, , , ,29.55, 
14745,20100805,1951,11,CLR, , 8.00, , , ,74, ,23.3, ,72, ,22.2, ,71, ,21.7, , 90, , 3, ,200, , , ,29.18, , , , , ,29.54, ,AA, , , ,29.55, 
14745,20100805,2051,11,CLR, , 7.00, , , ,72, ,22.2, ,71, ,21.4, ,70, ,21.1, , 93, , 0, ,000, , , ,29.19, , , , , ,29.55, ,AA, , , ,29.56, 
14745,20100805,2151,11,CLR, , 7.00, , , ,71, ,21.7, ,70, ,20.9, ,69, ,20.6, , 93, , 0, ,000, , , ,29.20, ,3, ,009, ,29.57, ,AA, , , ,29.57, 
14745,20100805,2251,11,CLR, , 6.00, ,BR, ,70, ,21.1, ,69, ,20.3, ,68, ,20.0, , 93, , 0, ,000, , , ,29.20, , , , , ,29.57, ,AA, , , ,29.57, 
